,,Ticker Information,Ticker Information,Ticker Information,Ticker Information,Ticker Information,Ticker Information,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,SpotGamma Key Daily Levels,Directional Indicators,Directional Indicators,Directional Indicators,Directional Indicators,Volatility Insights,Volatility Insights,Volatility Insights,Volatility Insights,Volatility Insights,Volatility Insights,Volatility Insights,Volatility Insights,Dark Pool Indicators,Dark Pool Indicators,Dark Pool Indicators,Dark Pool Indicators
isWatchlisted,Symbol,Current Price,Previous Close,Stock Volume,52 Week High,52 Week Low,Earnings Date,Key Gamma Strike,Key Delta Strike,Hedge Wall,Call Wall,Put Wall,Options Impact,Call Gamma,Put Gamma,Next Exp Gamma,Next Exp Delta,Top Gamma Exp,Top Delta Exp,Call Volume,Put Volume,Next Exp Call Vol,Next Exp Put Vol,Put/Call OI Ratio,Volume Ratio,Gamma Ratio,Delta Ratio,NE Skew,Skew,1 M RV,1 M IV,IV Rank,Garch Rank,Skew Rank,Options Implied Move,DPI,% DPI Volume,5 day DPI,5d % DPI Volume
,STGW,6.795,6.84,410055,7.52,4.03,,7,5,2,5,4,17.399237376369967,'-1549123,'-53512,0.101,0.0116,2026-12-19,2026-12-19,21,70,0.4762,0.5714,0.031,3.3333,28.9491,'-102.677,'-0.52619213,'-0.39387451,0.5281,1.0742,0.698,0.2606,0.3013,0.4637712554,28.51,5.7915,0.4861,3.0535000000000005
,STHH,100.16,99.51,1526,100.86,43.3,,92,85,61,85,80,,'-138,'-175,0.441,2.2452,2026-10-17,2026-05-16,0,0,,,2,,0.7886,'-1.8033,'-0.93938422,'-0.95462101,0.6373,0.6016,0.5989,1,1,3.7786540428,86.37,1.0381,,
,STIP,103.645,104.06,686141,104.07,101.98,,108,108,96,108,95,,'-9156,0,0.0249,0.0028,2026-08-22,2026-08-22,4,0,0,,0,0,,,'-0.79685452,'-0.75847458,0.0199,0.0708,0.2174,0.2448,0.0785,0.4650285931,24.88,14.7866,0.45704,13.224700000000002
,STKL,6.495,6.49,131352,6.94,3.32,,6,6,2,6,4,0.7643960380312035,'-436052,'-97429,0.0512,0.0315,2026-06-19,2026-06-19,0,0,,,0.4817,,4.4756,'-8.1089,'-0.37337662,'-0.57090909,0.023,0.4125,0.2438,0.041,0.1701,0.1689784132,31.4,7.5637,0.33727999999999997,6.0073799999999995
,STLA,7.98,8.04,4202197,12.22,6.28,,8,5,8,9,8,3.8167413554529444,'-13426757,'-12732799,0.0295,0.0133,2026-06-19,2027-01-16,5216,4883,0.097,0.0645,0.6124,0.9362,1.0545,'-1.3096,'-0.13629842,'-0.14058876,0.4029,0.5605,0.9743,0.0528,0.12,0.2844423405,33.839999999999996,0.3336,0.36397999999999997,0.37896
,STLD,225.01,226.77,459438,229,119.89,,220,220,60,220,180,23.356581972420575,'-6382294,'-1033122,0.7235,0.5391,2026-05-16,2026-05-16,265,184,0.4226,0.5272,0.4263,0.6943,6.1777,'-14.6186,0.02137827,0.03684078,0.363,0.3963,0.4856,0.3469,0.9636,5.6724705548,50.62,0.4986,0.47597999999999996,0.52006
,STM,50.5,50.48,4607884,51.6,21.11,,50,45,13,50,27,26.36452328887864,'-17143131,'-3727365,0.5864,0.5171,2026-05-16,2026-05-16,9295,3813,0.3614,0.1411,0.5812,0.4102,4.5993,'-14.8073,0.04438556,0.05671843,0.5623,0.5924,0.7771,0.4817,0.984,1.8875435208,33.989999999999995,0.3754,0.31335999999999997,0.33428
,STN,88.6,89.39,52397,114.52,84.08,05-14 5:00 AM,95,95,55,95,70,1.3670135516099264,'-38315,'-6776,0.5612,0.4087,2026-05-16,2026-08-22,1,0,0,,0.2283,0,5.6545,'-5.1663,0.32476024,0.16674344,0.24,0.4342,0.6213,0.0301,0.8583,2.44986038,64.29,4.5042,,
,STNE,11.98,12.23,3968902,19.95,11.75,,12.47,17.47,14.47,17.47,9.47,13.622881672842361,'-11030996,'-13483010,0.4411,0.0769,2026-05-16,2027-01-16,1650,3910,0.4218,0.9146,1.133,2.3697,0.8181,'-0.7537,0.08381596,0.06180613,0.7241,0.6035,0.7324,0.6412,0.9838,0.4658716783,52.14,0.4616,0.60236,0.4150600000000001
,STNG,79.09,78.35,217382,81.85,34.84,05-05 6:45 PM,80,75,20,80,67.5,13.742764612621038,'-2133176,'-799227,0.5265,0.3028,2026-05-16,2026-05-16,755,100,0.8967,0.12,0.7799,0.1325,2.669,'-4.8396,0.04982499,0.0368254,0.3466,0.4725,0.5966,0.4027,0.6802,2.3367023291,62.160000000000004,0.3937,0.5968399999999999,2.0613599999999996
,STOK,33.73,34,151409,40.22,8.3,,35,17.5,15,45,30,4.359490293453433,'-87966,'-437526,0.9399,1.1847,2026-05-16,2026-08-22,19,64,0.2632,0.9844,2.2332,3.3684,0.2011,'-0.6633,0.01418799,'-0.01907255,0.3921,0.8022,0.2361,0.0335,0.687,1.7215678849,65.39,5.327,0.69566,5.9055599999999995
,STPZ,54.395,54.52,18294,54.54,53.25,,56,54,46,56,53,,'-16875,'-2135,0.017,0.6547,2026-10-17,2026-05-16,0,0,,,0.25,,7.904,'-14.2669,'-0.37254902,'-0.38176638,0.0212,0.0351,0.2287,0.1286,0.0124,0.120788487,41.33,21.909,0.9919,4276.5259
,STRA,76.03,73.51,199222,93.45,69.7,,70,90,45,85,70,13.545222512369183,'-27682,'-72809,0.3762,0.3533,2026-05-16,2026-06-19,8,12,0.5,0.5833,3.4396,1.5,0.3802,'-0.2904,'-0.15526492,'-0.17643098,0.5413,0.297,0.3016,0.0505,0.6116,1.3780515054,54.44,0.4926,0.549625,0.425825
,STRC,99.5,99.53,919316,100.42,90.52,,100,105,95,100,95,0.6043638924055927,'-7421724,'-3978281,0.3079,0.0636,2026-06-19,2026-05-16,67,200,0.5672,0.255,1.8296,2.9851,1.8656,'-0.4267,'-1.23252496,'-1.23796424,0.0305,0.0727,0.0912,0.0703,0.3377,0.4567210124,42.13,0.421,0.37993999999999994,6.53178
,STRD,76.55,78.25,17728,96.81,64.17,,75,75,45,80,70,21.65029280451798,'-613256,'-144164,0.8538,0.8613,2026-05-16,2026-05-16,40,25,0.225,0.12,0.4304,0.625,4.2539,'-5.1229,'-0.13264754,'-0.39230385,0.1533,0.2001,0.1047,0.301,0.3816,0.9883118728,47.86,1.2002,,
,STRF,100.48,100.8,26650,127.8,89.6,,100,95,65,110,90,8.842989724842596,'-251673,'-343455,0.4803,0.6926,2026-05-16,2026-05-16,34,6,0,0.1667,1.8738,0.1765,0.7328,'-0.6531,'-0.1037296,'-0.4036321,0.1782,0.1707,0.1864,0.2231,0.3882,1.0860670328,66.86,1.2665,0.3902,0.4407
,STRL,505.38,496.56,151767,512.36,139.2,05-05 4:05 AM,500,500,155,560,360,5.41096749609918,'-404205,'-201338,0.4388,0.146,2026-05-16,2026-06-19,419,114,0.5943,0.8158,0.8552,0.2721,2.0076,'-5.7983,0.00126952,0.00315582,0.7343,0.7605,0.8377,1,0.876,23.8360083318,77.03,0.455,0.68724,0.5254
,STRO,33.75,33.45,164668,36,6.7,,35,7.5,5,35,12.5,6.906343186753759,'-7888,'-7415,0.6786,0.5349,2026-05-16,2026-05-16,9,5,0.3333,0,3.1932,0.5556,1.0638,'-6.9184,0.23863751,0.15961479,0.6882,0.9761,0.0487,0.1838,0.6588,2.0608814618,63.970000000000006,10.534,0.46846,5.32784
,STRV,46,45.95,36594,46.01,34.56,,44,44,33,44,40,,'-49940,'-41445,0.0151,0.0185,2026-09-19,2026-09-19,0,135,,0,1.0055,,1.205,'-3.1177,'-0.25175527,'-0.20057307,0.2148,0.1047,0.076,0.276,0.2929,0.3036650256,84.81,52.2771,,
,STRZ,18.47,18.67,40389,22.98,8,05-08 4:05 AM,18,17,4,17,12,11.436150638047778,'-53007,'-13289,0.6219,0.463,2026-05-16,2026-12-19,5,25,0,0,0.482,5,3.9888,'-13.7675,'-0.17502838,'-0.09497591,0.6969,0.8718,0.5155,0.1519,0.3017,1.0273626207,26.090000000000003,0.4444,0.3112,0.4069
,STT,154.04,150.71,575883,156.18,85.05,,145,140,42.5,145,135,11.903977903332072,'-2250385,'-1408668,0.523,0.2061,2026-05-16,2026-06-19,93,296,0.3226,0.1588,1.0577,3.1828,1.5975,'-6.6385,'-0.12348401,'-0.11753869,0.244,0.2714,0.2566,0.2169,0.4691,2.5817518147,37.2,0.5296,0.4863799999999999,0.5292999999999999
,STTK,7.745,7.73,107084,8.33,0.71,,7.5,2.5,5,7.5,12.5,0,'-6856,'-138,0.1459,0.055,2026-06-19,2026-06-19,1,0,0,,0.0299,0,49.6812,'-159.1863,'-1.47676823,'-1.44709799,0.5802,2.0727,0.252,0.0076,0.2211,1.0112965347,20,7.7874,0.28262,5.42844
,STUB,7.25,7.15,1448993,27.89,5.74,05-14 4:15 AM,7.5,7.5,2,7.5,12.5,27.660901033365587,'-5022021,'-1941470,0.0969,0.0364,2026-05-16,2026-08-22,1803,184,0.3522,0.6957,0.4763,0.1021,2.5867,'-1.8263,'-0.18865686,'-0.0414701,0.5767,0.9115,0.2086,0.6686,0.6531,0.4113630626,40.150000000000006,8.6644,0.36651999999999996,5.06216
,STVN,16.195,16.23,253666,28,12.89,05-07 6:30 PM,15,12.5,5,12.5,15,5.838409174152717,'-42705,'-56307,0.1417,0.5846,2026-06-19,2026-09-19,5,1,0,0,0.9149,0.2,0.7584,'-1.2352,0.44294606,0.31496199,0.3945,0.5788,0.2814,0.0718,0.8664,0.5929384586,10.24,0.5528,0.24672,2.5505000000000004
,STWD,18.31,18.2,650363,21.05,16.9,05-08 7:00 PM,18,18,13,19,13,6.62360853727751,'-9519281,'-6737512,0.2242,1.2101,2026-06-19,2026-05-16,254,21,0.4528,0.2857,2.373,0.0827,1.4129,'-1.3115,'-0.29919773,'-0.25998099,0.1599,0.2104,0.4634,0.0743,0.4711,0.2417016979,57.63,0.5051,0.56342,0.4879200000000001
,STX,594.71,585.84,1259289,607.89,79.14,04-29 4:05 AM,540,420,40,520,525,12.646914584927595,'-5840603,'-3296040,0.2432,0.0661,2026-05-16,2026-06-19,6237,5379,0.2344,0.4854,1.0864,0.8624,1.772,'-8.0818,0.03754081,0.01857109,0.6197,0.8454,0.9617,0.5865,0.848,31.2610702518,53.87,0.5285,0.46419999999999995,0.52202
,STZ,155,155.95,470229,196.91,126.45,,160,190,150,160,150,19.395213145556173,'-9556091,'-8356344,0.1535,1.6351,2026-06-19,2026-06-19,4024,1649,0.202,0.7793,0.8604,0.4098,1.1436,'-0.9422,'-0.3283871,'-0.1794964,0.3522,0.278,0.2234,0.536,0.044,2.7364829893,52.1,0.422,0.55768,0.45458
,SU,64.46,64.01,841531,67.76,33.5,,65,50,60,65,60,4.6294540608282375,'-11571820,'-5861209,0.0576,0.0107,2026-06-19,2026-06-19,1305,704,0.1356,0.4474,0.6631,0.5395,1.9743,'-4.6678,'-0.1663522,'-0.02523202,0.2874,0.3448,0.7479,0.3435,0.644,1.393085148,14.74,5.3274,0.22471999999999998,2.462840000000001
,SUI,127.595,129.92,273699,137.85,115.53,04-28 4:30 AM,135,135,70,135,115,26.489361977938973,'-1003746,'-348458,0.3437,0.4964,2026-06-19,2026-06-19,11,9,1,1,1.0335,0.8182,2.8805,'-2.3519,'-0.22930693,'-0.28850145,0.1555,0.2409,0.4384,0.0462,0.1777,1.9754925204,66.93,0.5018,0.53102,4.8214
,SUIG,1.54,1.57,164787,8.66,1.09,,1.5,0.5,1,2.5,7.5,0,'-157218,'-12337,0.111,0.0127,2026-07-18,2026-10-17,31,54,0,0,0.0368,1.7419,12.7436,'-18.1085,,,0.8752,0,0.3302,0.3815,0.036,0,77.81,3.7512,0.53922,5.26218
,SUN,66.01,65.78,62714,67.82,47.98,05-05 7:00 PM,65,60,30,65,55,24.321324954741097,'-2645457,'-728282,0.1912,0.0147,2026-06-19,2026-06-19,404,66,0.3391,0.5909,0.4425,0.1634,3.6325,'-5.4751,'-0.46135338,'-0.47934678,0.2566,0.3123,0.7571,0.1598,0.2863,1.2966669191,43.34,6.9884,0.4835333333333333,0.34476666666666667
,SUNB,74.645,76.84,1505898,77.28,61.03,,75,70,40,75,70,13.08825539026103,'-157180,'-151409,0.4891,0.4751,2026-05-16,2026-06-19,11,8,0.0909,0.75,0.9494,0.7273,1.0381,'-2.8749,'-0.71308947,'-0.62842243,0.5679,0.4602,0.501,0.6416,0.0769,2.2320121189,51.21,13.401,0.45254000000000005,6.841120000000001
,SUNC,61.66,62.66,137840,64.32,0,,60,35,40,35,50,,0,'-94,1,1,2026-05-16,2026-06-19,0,0,,,,,0,0,'-0.56319594,'-0.56070735,0.2212,0.4637,0.6879,0.7487,0.2,1.833960866,40.23,0.4426,0.2104,0.5357
,SUNS,7.68,7.53,33782,11.78,7.41,05-14 7:35 PM,7.5,10,5,10,7.5,0,'-16008,'-8189,0.0697,0.3006,2026-12-19,2026-07-18,0,3,,0,0.5325,,1.9548,'-0.8028,'-0.22856615,'-0.27580612,0.2934,0.4931,0.1854,0.0518,0.5816,0.234364893,33.21,7.4165,0.3353,12.1
,SUPN,49.49,49.74,151143,59.68,29.16,05-06 4:05 AM,47,40,28,60,55,11.703879243112555,'-39538,'-137873,0.0351,0.0118,2027-01-16,2026-06-19,9,7,0.6667,0.8571,3.1602,0.7778,0.2868,'-0.2842,'-0.15336837,'-0.12752482,0.3271,0.5842,0.7561,0.0386,0.3415,1.8341291422,38.66,7.6855,0.44222,3.8033199999999994
,SUSA,139.75,144.77,18286,144.77,110.61,,134,110,115,110,110,,0,0,0,0,2026-05-16,2026-05-16,0,0,,,,,,,'-0.09508816,'-1.01011378,0.1749,0.1582,0.4168,0.2152,0.248,1.4455983084,35.120000000000005,5.8032,,
,SUSB,25.215,25.13,71440,25.39,24.8,,24,16,17,16,16,,0,0,0,0,2026-05-16,2026-05-16,0,0,,,,,,,0.69175109,0.69502408,0.0273,0.0623,0.2342,0.3646,0.8843,0.0988196049,39.129999999999995,9.862,0.1965,30.8572
,SUSL,117.16,125.48,5802,125.58,92.68,,122,110,111,110,122,,0,'-332,0,0,2026-09-19,2026-05-16,0,0,,,,,0,0,'-0.8255814,'-0.87168759,0.2029,0.1434,0.1735,0.5102,0.4413,1.1357591365,35.14,11.7449,,
,SVAL,35.12,39.09,8593,39.3,28.05,,39,35,27,39,26,,'-1111,0,1,1,2026-05-16,2026-05-16,0,0,,,0,,,,'-0.10663199,'-0.18269852,0.1834,0.1549,0.0487,0.0599,0.2311,0.3821903049,26.3,85.93,,
,SVC,1.52,1.52,2438072,3.08,1.13,05-07 4:15 AM,1.5,1.5,1,2.5,1.5,0,'-1039870,'-1481318,0.8093,1.0276,2026-05-16,2026-12-19,217,268,0.0323,0.8134,1.5283,1.235,0.702,'-1.1403,0.08342728,'-0.01847411,1.2684,1.1259,0.4638,0.4443,0.3948,0.1080204507,43.97,10.3238,0.37954,6.283420000000001
,SVIX,18.97,18.43,1209338,25.05,11.63,,19,17,2,19,14,,'-5939983,'-3817331,0.3174,0.099,2026-05-02,2026-05-16,1623,1114,0.7104,0.5314,0.8954,0.6864,1.5561,'-2.0155,'-0.27362168,'-0.30869565,0.6514,0.598,0.4021,0.0348,0.796,0.695647289,59.160000000000004,4.5085,0.5045999999999999,6.409899999999999
,SVM,12.495,12.51,724779,14,3.48,,12.5,10,5,15,7.5,0,'-3362407,'-647693,0.1731,0.0264,2026-07-18,2028-01-22,640,104,0.5,0.1538,0.247,0.1625,5.1914,'-13.9054,'-0.06525124,'-0.03149943,0.5506,0.7016,0.1908,0.6079,0.5958,0.5539996213,45.410000000000004,3.144,0.51034,1.9752000000000003
,SVOL,15.81,16.02,235756,20.06,15.06,,16,16,7,16,15,,'-3672634,'-739726,0.6431,1.7998,2026-05-16,2026-05-16,724,143,0.7017,0.5524,0.8463,0.1975,4.9649,'-0.8292,'-0.91210375,'-0.8104918,0.1756,0.1525,0.1342,0.0114,0.0533,0.1542037493,34.8,165.4428,0.39568,90.56116
,SVRA,5.165,5.12,310065,7.01,1.89,,5,7.5,2,7.5,5,7.2968633683869015,'-59638,'-373236,0.8194,2.9513,2026-05-16,2026-08-22,15,248,0.2667,0.9879,1.7692,16.5333,0.1598,'-0.7623,'-0.59618574,'-0.81233933,0.5595,0.8558,0.0822,0.3466,0.1914,0.2765698416,40.47,0.4044,0.5169,3.4336399999999996
,SVXY,50.58,49.77,256068,56.46,36.28,,50,50,10,65,20,,'-1735806,'-1251721,0.2922,0.2663,2026-05-16,2026-09-19,119,563,0.9244,0.8952,2.4287,4.7311,1.3867,'-1.3644,'-0.41064257,'-0.41363636,0.3345,0.308,0.2718,0.017,0.596,0.9675667487,58.269999999999996,3.1369,0.6135399999999999,2.95326
,SW,40.04,39.95,1306918,52.65,32.73,04-30 6:30 PM,40,45,20,45,35,21.09241211678207,'-2398914,'-409915,0.7871,0.7448,2026-05-16,2026-05-16,56,50,0.7679,0.38,0.1869,0.8929,5.8522,'-3.5912,'-0.06529467,'-0.08027478,0.4268,0.5095,0.8367,0.152,0.5146,1.2847645648,55.61000000000001,5.5587,0.49082,6.85834
,SWAN,32.28,32.87,5063,33.37,28.14,,35,36,23,35,22,,'-11189,0,0.7501,0.4562,2026-05-16,2026-10-17,0,0,,,0,,,,'-0.01316752,'-0.01176471,0.154,0.1275,0.1865,0.7896,0.6329,0.2645284984,2.0500000000000003,101.26,,
,SWBI,15.2,14.99,130543,15.4,7.73,,15,10,3,15,14,4.855512841997459,'-2057899,'-583944,0.3173,0.0309,2026-05-16,2027-01-16,284,9,0.7887,0,0.2535,0.0317,3.5241,'-14.3273,'-0.12621359,'-0.0829829,0.2112,0.3567,0.2281,0.0186,0.3852,0.337494982,43.54,0.394,0.44758000000000003,0.38556
,SWK,79.83,76.62,713475,93.37,58.23,04-29 6:00 PM,75,115,32.5,115,72.5,17.068541223495643,'-7033670,'-2245180,0.1649,0.1599,2027-01-16,2027-01-16,1356,98,0.7987,0.5816,0.2475,0.0723,3.1328,'-3.3645,'-0.03315447,'-0.06151388,0.4987,0.5007,0.7185,0.191,0.6265,2.4214879758,67.57,0.4818,0.66638,0.49004000000000003
,SWKS,62.65,63.65,1384442,90.9,51.93,05-06 4:00 AM,67.5,72.5,30,70,50,5.442262312189167,'-2784959,'-1939080,0.3851,0.6184,2026-05-16,2026-05-16,5524,472,0.8934,0.6335,0.8347,0.0854,1.4362,'-1.436,'-0.00509554,'-0.02914724,0.325,0.6004,0.9135,0.1822,0.7419,2.4121353279,78.42,0.4573,0.71128,0.4445
,SWX,90.485,90.51,167385,93.44,66.93,,90,90,45,90,75,4.144888342689897,'-32894,'-4294,0.2313,0.0923,2026-07-18,2026-07-18,2,1,1,0,0.2358,0.5,7.6605,'-8.9598,'-0.1011236,0.009342,0.1794,0.2462,0.2201,0.0329,0.6955,1.4065241432,38.64,9.6956,0.43810000000000004,4.8491800000000005
,SXI,269.3,272.92,107149,284.71,133.96,05-01 4:00 AM,290,290,110,290,300,1.173794811409695,'-20056,'-13616,0.5576,0.1355,2026-05-16,2026-11-21,1,13,1,0.9231,0.7934,13,1.473,'-2.3702,'-0.15867971,'-0.14527721,0.3402,0.3896,0.9686,0.1302,0.2686,6.7114581834,69.46,0.464,0.6946,0.464
,SXT,124.65,123.43,884616,124,78.27,,130,100,50,130,95,6.6055899904283315,'-128694,'-22752,0.7339,0.6425,2026-05-16,2026-05-16,370,92,0.9324,0.8152,0.7922,0.2486,5.6564,'-21.5762,'-0.21949557,'-0.25814894,0.8092,0.4203,0.6463,1,0.098,3.2744826737,65.93,0.5423,0.5267200000000001,5.79958
,SYBT,70.54,70.46,42695,83.83,61.51,,65,80,40,80,65,3.5352287776514553,'-9767,'-13787,0.5453,1.1495,2026-05-16,2026-09-19,0,0,,,1.463,,0.7084,'-1.7623,0.95661157,0.72745782,0.2098,0.3438,0.2801,0.0059,0.9008,1.529012687,70.44,9.4021,,
,SYF,76.815,76.3,1600771,88.77,49.5,,72.5,87.5,72.5,80,72.5,8.90281034264941,'-5614525,'-6472278,0.4804,0.3702,2026-05-16,2027-01-16,387,407,0.3824,0.7641,1.3587,1.0517,0.8675,'-1.5672,'-0.09456681,'-0.09872138,0.2975,0.3363,0.3011,0.0906,0.5542,1.6196231774,41.32,0.4722,0.6172599999999999,0.47919999999999996
,SYK,329,327.5,675635,404.87,319.32,05-01 4:05 AM,350,370,310,370,310,10.43318678990986,'-2622441,'-2730334,0.3131,0.0592,2026-05-16,2026-07-18,689,135,0.6226,0.2,0.7621,0.1959,0.9605,'-0.521,'-0.09953632,'-0.0892229,0.2123,0.3127,0.8331,0.24,0.3846,6.4640061857,57.589999999999996,0.4684,0.47881999999999997,0.49345999999999995
,SYLD,77.98,78.46,39507,79.44,59.12,,75,72,64,77,75,,'-6328,'-34417,0.9153,0.1534,2026-05-16,2026-08-22,0,0,,,3.1667,,0.1839,'-1.6221,'-0.37424699,'-0.20614693,0.1043,0.1334,0.1393,0,0.4578,0.6606428075,54.74,37.7696,,
,SYM,59.68,59.37,560895,87.88,20.5,05-07 4:00 AM,60,60,10,70,47.5,21.596711942517466,'-3347703,'-1457660,0.1547,0.0301,2026-05-16,2027-01-16,1915,885,0.3478,0.2938,0.5059,0.4621,2.2966,'-3.5275,'-0.02937788,0.03704819,0.6721,0.996,0.6461,0.3229,0.848,3.7324067411,61.95,0.4054,0.5901200000000001,0.45394000000000007
,SYNA,91.74,93.83,868921,97,53.17,05-08 4:05 AM,100,85,35,100,60,46.31581833104828,'-1538889,'-165450,0.1136,0.0585,2026-06-19,2026-06-19,1152,144,0.2839,0.5,0.2507,0.125,9.3012,'-18.9251,'-0.05219394,'-0.04342629,0.6233,0.753,1,0.4923,0.5385,4.4596345389,67.77,0.5233,0.64212,6.45172
,SYRE,71.91,69.69,211947,75,12.29,,75,50,12.5,75,55,7.9990238122731485,'-643646,'-253706,0.9264,0.9424,2026-05-16,2026-05-16,21,2,0,1,0.4773,0.0952,2.537,'-12.1643,0.59893262,0.48080995,0.9165,0.7556,0.1367,0.0014,0.8699,3.3237242946,69.42,6.7801,0.6167800000000001,6.4680800000000005
,SYY,75,76.56,1756205,91.85,68,04-28 8:05 PM,80,80,70,80,70,11.07288339188235,'-20134177,'-4743015,0.3004,0.3124,2026-06-19,2026-06-19,3368,1182,0.0362,0.2707,0.2867,0.351,4.245,'-3.6372,'-0.04349303,'-0.04440559,0.637,0.286,0.6488,0.5975,0.6926,1.3820715774,27.779999999999998,0.4537,0.24796,0.47433999999999993
,SZK,11.54,11.11,1075,13.86,9.2,,11,11,2,12,14,,'-3394,'-1378,0.7112,0.5374,2026-05-16,2026-06-19,0,0,,,2.0714,,2.463,'-0.11,'-0.16394513,'-0.17109244,0.4154,0.2975,0.1487,0.7357,0.37,0.2086236824,23.630000000000003,10.75,,
,T,25.55,26.19,12115414,29.79,22.95,,26,28,26,28,25,19.19632504082165,'-129438709,'-104719754,0.0778,0.0926,2026-06-19,2027-01-16,20555,12372,0.2754,0.3286,0.7651,0.6019,1.236,'-1.1439,'-0.07630979,'-0.04911993,0.2543,0.2443,0.3955,0.2055,0.716,0.4038513539,63.7,0.483,0.57776,0.4835999999999999
,TAC,12.585,12.48,264458,17.88,8.34,05-06 7:05 PM,13,15,2,15,12,19.343446413222992,'-3062658,'-603997,0.2973,0.1136,2026-11-21,2026-11-21,655,95,0.0198,0.8737,0.1251,0.145,5.0707,'-4.3066,'-0.08773109,'-0.05475654,0.3693,0.5771,0.4831,0.2627,0.3292,0.4545987502,41.839999999999996,4.8384,0.43522,2.80912
,TAGS,24.68,24.42,9749,25.43,22.56,,26,27,16,27,15,,'-709395,'-2792,0.042,0.0143,2026-11-21,2026-11-21,0,0,,,0.0017,,254.0813,'-498.9487,'-0.25710176,'-0.19105244,0.109,0.2727,0.145,0.3161,0.2076,0.4203328915,38.019999999999996,28.1763,,
,TAIL,11.05,11.08,299224,12.95,11.08,,11,12,3,12,9,,'-85256,'-185476,0.4741,0.8599,2026-06-19,2026-12-19,105,100,1,0,4.6957,0.9524,0.4597,'-0.3977,'-0.94817658,'-0.86066003,0.1508,0.5727,0.2436,0.0317,0.2195,0.4005249006,7.359999999999999,99.5422,0.12438,167.13576
,TAK,16.36,16.63,574172,18.9,12.99,,17.5,20,5,20,15,9.828478653528217,'-447977,'-295119,0.2221,0.255,2026-07-18,2026-07-18,36,28,0,0.8929,0.54,0.7778,1.518,'-1.5841,'-0.385,'-0.30268624,0.2319,0.3611,0.5408,0.2565,0.431,0.3790376191,59.309999999999995,7.3025,0.58112,1.823
,TAL,10.715,11.24,1351927,13.37,8.5,,12,12,11,12,11,20.02977929630783,'-3774005,'-1793829,0.3493,0.0435,2026-08-22,2026-08-22,139,8,0.6259,0.125,0.3781,0.0576,2.1039,'-2.698,'-0.03472379,'-0.04193765,0.5339,0.4459,0.1893,0.1271,0.184,0.3163489238,38.59,0.4134,0.43506,0.38689999999999997
,TALK,5.185,5.18,617277,5.2,2.22,,5,5,2,5,4,0,'-665850,'-443248,0.0096,0.0126,2026-12-19,2026-12-19,2,0,0,,0.4998,0,1.5022,'-4.1066,0.36120996,0.35877863,0.0531,0.2751,0.1121,0.0487,0.8719,0.0899462223,51.25999999999999,9.1269,0.35253999999999996,7.01712
,TALO,15.18,14.89,258535,17,6.76,05-06 4:15 AM,15,15,5,17.5,12.5,0,'-989731,'-126822,0.5169,0.3265,2026-05-16,2026-10-17,684,5,0.5994,0.4,0.1653,0.0073,7.8041,'-7.6357,'-0.02974828,'-0.01998645,0.6438,0.5904,0.3945,0.456,0.6987,0.5548858171,67.85,5.2814,0.6273,5.34592
,TAN,58.71,58.31,360233,61.03,27.82,,55,62,16,62,48,,'-7283782,'-2657334,0.2989,0.156,2026-06-19,2026-06-19,1444,1514,0.0222,0.1202,0.6309,1.0485,2.741,'-4.6098,'-0.00278422,0.00542197,0.37,0.4242,0.5764,0.1314,0.58,1.5612637758,73.4,4.7994,0.7186,3.60334
,TAP,42.575,42.44,1115341,58.65,41.04,,45,35,45,47.5,42.5,7.136955780260422,'-1517684,'-2940800,0.2908,0.2103,2026-06-19,2026-10-17,383,2621,0.0888,0.9771,1.4899,6.8433,0.5161,'-0.396,'-0.15989912,'-0.16355999,0.2584,0.3809,0.8895,0.0753,0.2798,1.0203494288,50.449999999999996,0.4434,0.51818,0.42635999999999996
,TARA,4.99,5.14,121909,7.82,2.77,,5,5,5,5,2.5,0,'-1058892,'-50697,0.9499,0.9056,2026-05-16,2026-05-16,20,0,0,,0.0383,0,20.8867,'-24.3363,0.96105147,0.73899693,0.5296,0.6839,0.0912,0.0382,0.9582,0.2218800732,56.720000000000006,2.9196,0.46608,6.899019999999998
,TARK,44.91,45.31,8106,94,27.71,,45.44,30.44,20,30.44,40,,'-10272,'-8453,0.3768,0.0355,2026-06-19,2026-06-19,0,4,,1,0.858,,1.2152,'-3.6075,'-0.27086762,'-0.24704195,0.9564,0.8367,0.5103,0.4115,0.358,2.3929102443,26.669999999999998,50.6625,,
,TARS,60.97,61.51,314194,85.25,38.51,,60,100,65,100,60,5.79201775240098,'-453754,'-1584611,0.825,0.7767,2026-05-16,2026-12-19,186,109,0.914,1,1.6761,0.586,0.2864,'-0.1842,'-0.24538423,'-0.22006344,0.3907,0.7566,0.696,0.0714,0.4049,2.9374781291,52.28,0.4989,0.54162,0.52234
